Date,WIPRO-EQ O,WIPRO-EQ H,WIPRO-EQ L,WIPRO-EQ C,WIPRO-EQ V
25/05/2001,674.32,684.1,664.29,672.71,1150778
24/05/2001,662.59,686.84,656.02,669.98,1933864
23/05/2001,657.89,670.3,652.71,664.55,1256802
22/05/2001,637.22,659.4,637.22,652.05,1651950
21/05/2001,623.68,641.73,616.65,634.96,1468422
18/05/2001,631.56,631.58,611,617.77,1127248
17/05/2001,627.82,646.24,620.68,626.28,1506024
16/05/2001,624.06,643.86,617.32,622.78,1721840
15/05/2001,592.11,620.23,545.49,605.64,2007124
14/05/2001,593.98,612.03,586.47,592.88,1347886
11/05/2001,602.32,614.66,590.15,598.14,1742556
10/05/2001,605.26,629.7,586.47,607.32,2271700
09/05/2001,674.81,674.81,604.55,609.96,1923496
08/05/2001,648.5,648.5,646.05,647.93,10000
07/05/2001,625.56,659.77,625.56,648.78,1683260
04/05/2001,590.23,625.94,578.95,620.85,2505578
03/05/2001,567.29,606.62,556.45,596.38,3455046
02/05/2001,572.71,600,553.76,564.61,1796066
30/04/2001,464.51,543.57,459.89,532.73,1509814
27/04/2001,526.32,526.32,461.04,468.59,1839356
26/04/2001,561.94,596.99,526.69,542.73,2616946
25/04/2001,576.49,591.73,543.27,556.28,1256956
24/04/2001,507.89,570.68,492.86,559.96,1334608
23/04/2001,507.52,531.95,501.88,514.65,1250384
20/04/2001,488.35,535.7,488.35,516.04,2155104
19/04/2001,507.24,544.81,475.56,485.79,1814264
18/04/2001,417.29,470.71,409.77,469.66,1552862
17/04/2001,372.18,426.26,363.16,405.79,2135930
16/04/2001,318.23,367.47,318.23,367.47,1046542
12/04/2001,312.58,334.59,285.4,316.77,1997258
11/04/2001,434.21,434.21,339.76,339.76,1237152
10/04/2001,436.09,437.97,387.59,404.46,922220
09/04/2001,427.44,443.61,419.68,434.61,621706
06/04/2001,469.17,500.14,426.69,434.87,1356784
04/04/2001,454.32,469.89,451.54,463.08,507970
03/04/2001,469.92,509.25,460.94,488.18,1031666
02/04/2001,492.92,492.92,433.12,476.86,888590
30/03/2001,530.17,530.17,498.91,503.16,707710
29/03/2001,539.1,606.39,517.29,561.84,2100
28/03/2001,573.68,588.31,556.39,562.09,921158
27/03/2001,532.05,566.54,520.71,544.72,983802
26/03/2001,524.44,541.3,502.37,535.04,669854
23/03/2001,572.93,592.11,521.64,533.67,845886
22/03/2001,601.13,601.88,560.15,566.09,673246
21/03/2001,601.5,601.5,563.91,563.91,8000
20/03/2001,627.44,629.7,592.48,606.11,484740
19/03/2001,614.29,642.48,601.5,618.05,511970
16/03/2001,616.54,678.2,587.59,622.93,1400888
15/03/2001,585.34,652.89,558.31,633.87,1336340
14/03/2001,520.86,607.05,508.27,597.71,856592
13/03/2001,574.96,669.17,524.96,525.49,1266990
12/03/2001,723.71,733.08,624.95,624.95,901266
09/03/2001,827.44,827.44,714.29,743.97,1418208
08/03/2001,813.91,872.11,778.2,839.51,1655550
07/03/2001,808.07,814.81,739.21,807.62,1786240
05/03/2001,771.05,823.31,722.62,754.46,2563094
02/03/2001,911.65,911.65,772.63,789.27,2202026
01/03/2001,958.65,992.48,887.22,904.12,2128972
28/02/2001,817.67,949.25,817.67,949.25,400
27/02/2001,954.89,957.78,861.41,879.77,1829400
26/02/2001,950.38,958.65,920.68,947.95,1078798
23/02/2001,986.84,995.49,943.61,951.6,1476966
22/02/2001,1022.93,1022.93,947.37,983.27,1944374
21/02/2001,1041.35,1048.12,1019.17,1027.43,1301534
20/02/2001,1075.19,1080.83,1051.19,1058.27,1137028
19/02/2001,1078.95,1090.23,1042.86,1075.26,1468306
16/02/2001,1108.65,1118.05,1060.53,1067.35,1522032
15/02/2001,1094.36,1109.02,1086.47,1106.04,1168414
14/02/2001,1119.92,1120.3,1079.7,1091.83,1598370
13/02/2001,1131.58,1154.81,1121.24,1128.63,1938666
12/02/2001,1098.59,1133.46,1079.32,1120.81,2058224
09/02/2001,1088.35,1121.8,1084.8,1103.11,2278946
08/02/2001,1054.51,1089.4,1043.26,1083.5,1607810
07/02/2001,1086.09,1097.37,1053.01,1062.52,1979844
06/02/2001,1056.39,1082.71,1043.8,1075.6,1386598
05/02/2001,1050.75,1071.38,1033.83,1049.23,1244188
02/02/2001,1026.32,1076.69,1022.93,1057.26,1694402
01/02/2001,1041.73,1052.18,1008.03,1032.2,1710766
31/01/2001,1082.48,1086.09,1039.95,1048.98,1569040
30/01/2001,996.24,1090.23,996.24,1090.23,440
29/01/2001,1056.79,1056.79,996.3,1022.56,1021882
25/01/2001,1086.47,1090.23,1050.83,1067.8,1487442
24/01/2001,1075.19,1088.31,1033.83,1073.11,1839682
23/01/2001,1072.56,1078.95,1043.23,1060.89,1045292
22/01/2001,1105.26,1124.44,1073.68,1084.29,1541052
19/01/2001,998.12,1101.5,998.12,1095.21,3013192
18/01/2001,957.89,1003.38,955.47,993.01,2151670
17/01/2001,962.41,975.19,930.45,940.45,1323822
16/01/2001,960.53,975.56,940.62,945.98,1229036
15/01/2001,902.26,1033.83,902.26,1015.04,80
12/01/2001,962.41,980.83,919.59,962.58,2485510
11/01/2001,1018.42,1033.08,940.98,949.95,2613002
10/01/2001,1043.23,1055.64,1010.53,1021.05,1775164
09/01/2001,1001.88,1031.2,985.71,1015.98,1494508
08/01/2001,1043.23,1046.99,983.71,1001.23,1802114
05/01/2001,993.42,1057.89,992.48,1049.5,1691492
04/01/2001,909.77,1044.74,909.77,999.25,1539464
03/01/2001,894.74,914.92,875.96,903.68,1180608
02/01/2001,885.71,915.41,880.19,907.82,1173992
01/01/2001,895.55,922.93,879.7,889.46,1253568
29/12/2000,859.23,907.89,819.92,901.98,2007336
28/12/2000,855.64,894.36,850.11,863.56,1089908
27/12/2000,823.31,872.18,808.27,844.85,1410066
26/12/2000,870.3,879.7,801.13,819.92,1455806
22/12/2000,954.51,960.04,854.32,866.34,1995714
21/12/2000,977.44,977.44,921.47,939.77,1418108
20/12/2000,969.92,994.36,960.15,983.52,1416502
19/12/2000,1041.35,1041.35,989.1,997.05,1189896
18/12/2000,1031.95,1078.95,1000.38,1056.65,1550566
15/12/2000,1092.48,1101.32,1025.23,1045.98,1864200
14/12/2000,1137.22,1142.78,1096.49,1105.21,942916
13/12/2000,1128.29,1144.74,1124.76,1131.75,911758
12/12/2000,1132.33,1143.97,1113.37,1122.58,1113416
11/12/2000,1137.22,1145.86,1112.78,1127.05,1007268
08/12/2000,1106.39,1142.11,1103.38,1131.75,1444930
07/12/2000,1093.98,1093.98,1093.98,1093.98,2
06/12/2000,1127.82,1165.3,1090.23,1097.28,1267316
05/12/2000,1052.63,1105.68,1050.85,1098.78,1846976
04/12/2000,1071.43,1077.97,1039.47,1046.26,1328088
01/12/2000,962.82,1071.05,951.6,1060.19,2647248
30/11/2000,977.82,984.59,959.4,969.02,823922
29/11/2000,939.87,988.23,939.87,982.33,1091552
28/11/2000,984.96,990.56,962.41,976.35,873550
27/11/2000,949.25,988.35,945.56,984.35,1170282
24/11/2000,930.08,946.62,915.51,936.77,1089436
23/11/2000,917.67,933.83,887.59,918.46,1187336
22/11/2000,973.2,976.65,920.3,929.92,1215092
21/11/2000,932.33,966.13,925,957.93,1430936
20/11/2000,906.02,943.42,898.93,932.69,1468312
17/11/2000,885.59,906.02,876.83,902.59,812918
16/11/2000,894.74,905.64,885.34,892.63,627776
15/11/2000,897.67,937.93,885.34,892.07,1303992
14/11/2000,817.67,881.58,812.59,869.21,947460
13/11/2000,879.32,879.32,813.91,821.77,961236
10/11/2000,919.17,919.17,879.7,882.86,900198
09/11/2000,891.73,926.65,890.98,911,1232026
08/11/2000,879.7,905.64,874.06,894.17,1001794
07/11/2000,874.06,883.41,860.19,873.27,801118
06/11/2000,909.77,915.41,874.06,879.59,1014548
03/11/2000,900.41,915.04,889.1,904.1,815942
02/11/2000,902.26,908.91,872.18,893.23,845322
01/11/2000,911.65,920.68,887.97,907.89,996534
31/10/2000,831.58,901.84,831.58,882.89,965826
30/10/2000,874.06,878.57,836.28,842.37,488036
27/10/2000,877.82,882.99,850.4,869.7,732624
26/10/2000,845.86,868.41,843.98,860.21,207000
25/10/2000,836.47,882.71,827.07,857.28,902850
24/10/2000,783.83,835.34,780.45,823.98,969484
23/10/2000,871.8,871.8,796.47,812.5,803172
20/10/2000,889.85,892.8,836.84,862.65,1612486
19/10/2000,714.66,835.06,697.74,825,1577116
18/10/2000,774.44,778.2,704.89,719.87,1059696
17/10/2000,819.55,825.56,766.11,793.01,894180
16/10/2000,834.59,884.05,827.07,832.73,754046
13/10/2000,865.04,865.04,808.67,818.56,1030718
12/10/2000,846.38,890.98,825.19,875.02,1074664
11/10/2000,885.34,890.94,846.26,859.16,958880
10/10/2000,962.41,964.21,906.02,916.43,842914
09/10/2000,966.26,983.03,944.74,950.36,640816
06/10/2000,986.94,986.94,951.5,980.51,812418
05/10/2000,1007.52,1033.76,988.72,993.95,878496
04/10/2000,981.2,1014.95,977.82,1010.11,506688
03/10/2000,987.22,996.24,943.61,986.73,727928
29/09/2000,1011.28,1024.44,991.35,998.67,642484
28/09/2000,1019.4,1033.83,983.22,996.39,746474
27/09/2000,1007.14,1041.35,970.3,1022.99,1189478
26/09/2000,1071.05,1078.57,985.34,1013.38,1035444
25/09/2000,966.17,1069.92,958.16,1057.67,1398982
22/09/2000,978.03,978.22,911.65,924.8,1331094
21/09/2000,1033.83,1033.83,988.72,996.11,595586
20/09/2000,1041.35,1056.02,968.44,1036.45,1053786
19/09/2000,1007.89,1037.59,933.78,990.23,1556282
18/09/2000,1073.8,1073.8,1007.62,1014.96,1256060
15/09/2000,1199.25,1199.25,1100.4,1110.83,1342580
14/09/2000,1233.08,1240.6,1180.45,1195.81,1058960
13/09/2000,1270.68,1281.58,1218.05,1227.37,962202
12/09/2000,1221.8,1244.36,1197.74,1218.11,1086002
11/09/2000,1257.52,1266.17,1210.53,1225.92,863090
08/09/2000,1273.67,1276.32,1231.23,1250.89,926900
07/09/2000,1259.4,1278.2,1240.98,1258.82,837504
06/09/2000,1225.56,1276.69,1222.18,1262.43,1273428
05/09/2000,1300.75,1300.75,1259.4,1270.44,914000
04/09/2000,1316.45,1316.45,1316.45,1316.45,100
31/08/2000,1214.29,1237.22,1189.85,1226.11,1579118
30/08/2000,1199.25,1265.79,1193.98,1230.02,2699102
29/08/2000,1144.02,1184.21,1128.57,1167.59,1137974
28/08/2000,1162.78,1180.45,1139.85,1147.17,936676
25/08/2000,1155.64,1191.73,1137.22,1160.02,1897744
24/08/2000,1127.82,1127.82,1127.82,1127.82,4
23/08/2000,1037.59,1067.29,1020.68,1044.8,1217906
22/08/2000,1016.92,1071.43,1016.92,1040.68,663820
21/08/2000,1003.38,1033.46,990.6,1014.74,777556
18/08/2000,945.92,1011.2,937.59,994.44,1019736
17/08/2000,971.8,984.59,930.45,938.52,606700
16/08/2000,939.85,975.56,936.94,963.11,644680
14/08/2000,890.98,930.45,878.31,917.8,782664
11/08/2000,869.55,907.52,855.77,888.71,976456
10/08/2000,921.05,967.29,857.14,872.73,837208
09/08/2000,929.32,959.02,911.73,920.32,640470
08/08/2000,832.71,916.17,832.71,896.02,822526
07/08/2000,834.59,849.62,803.2,828.8,556510
04/08/2000,898.5,905.64,793.23,826.49,995044
03/08/2000,907.89,924.81,887.97,893.2,390606
02/08/2000,895.86,925.19,887.22,917.48,303522
01/08/2000,913.53,932.33,897.8,903.27,572462
31/07/2000,909.77,919.17,883.46,906.5,424116
28/07/2000,954.89,971.62,906.77,921.11,888006
27/07/2000,0,0,0,898.5,3124
26/07/2000,995.49,1005.64,899.25,909.59,939146
25/07/2000,842.28,973.68,801.5,945.62,1046992
24/07/2000,943.61,943.61,855.26,871.19,561210
21/07/2000,1024.44,1052.63,958.65,972.99,581330
20/07/2000,1011.69,1028.2,1000,1014.53,412160
19/07/2000,1015.04,1056.02,996.83,1023.57,571488
18/07/2000,1069.55,1076.69,1030.47,1040.92,607512
17/07/2000,1082.71,1101.43,1030.1,1069.76,832078
14/07/2000,1080.83,1116.15,1062.41,1070.62,718732
13/07/2000,1144.36,1169.17,1071.43,1090.25,704794
12/07/2000,1090.23,1142.48,1058.31,1131.95,768412
11/07/2000,1140.98,1146.62,1067.86,1083.56,710804
10/07/2000,1150.38,1164.66,1131.79,1136.79,538678
07/07/2000,1174.81,1181.58,1124.06,1133.07,633990
06/07/2000,1181.2,1184.21,1148.87,1166.65,727364
05/07/2000,1238.72,1249.62,1186.47,1202.28,846906
04/07/2000,1199.25,1240.23,1182.33,1228.44,836612
03/07/2000,1116.54,1184.96,1109.02,1171.23,1205452
30/06/2000,1056.39,1124.01,1043.61,1101.83,1102596
29/06/2000,1086.47,1146.62,1043.23,1081.13,867714
28/06/2000,1014.55,1097.74,962.89,1076.71,880126
27/06/2000,1078.95,1108.65,1028.22,1039.1,769236
26/06/2000,964.66,1101.5,908.38,1063.29,1077822
23/06/2000,1022.56,1024.44,977.44,983.56,492260
22/06/2000,1033.83,1052.26,1001.88,1035.98,446084
21/06/2000,1155.64,1155.64,1015.04,1026.34,766346
20/06/2000,1127.44,1164.66,1109.4,1116.68,649952
19/06/2000,1139.1,1139.1,1015.79,1015.79,2400
16/06/2000,1005.26,1082.71,986.84,1055.47,1318484
15/06/2000,915.41,979.7,894.74,971.34,1043520
14/06/2000,916.92,939.47,892.86,902.84,578222
13/06/2000,875.94,905.64,821.94,888.48,692452
12/06/2000,917.29,930.45,881.58,893.41,445286
09/06/2000,939.1,939.85,883.46,900.44,538586
08/06/2000,920.68,962.41,888.16,918.23,706004
07/06/2000,860.11,962.41,860.11,913.07,873620
06/06/2000,822.56,868.16,776.94,863.23,886000
05/06/2000,722.93,795.74,722.93,775.14,1026144
02/06/2000,678.57,719.92,677.07,710.47,699248
01/06/2000,689.85,689.85,654.14,660.41,411222
31/05/2000,695.49,725.11,680.45,702.2,759252
30/05/2000,638.72,661.65,621.43,647.43,412742
29/05/2000,593.98,648.5,557.09,628.35,607954
26/05/2000,676.65,676.65,599.66,605.53,564392
25/05/2000,695.49,723.67,669.92,681.43,419080
24/05/2000,672.89,694.74,643.23,683.11,500430
23/05/2000,661.65,699.25,631.68,687.99,781628
22/05/2000,722.18,740.6,662.07,671.84,623858
19/05/2000,715.29,781.58,684.2,751.75,1683302
18/05/2000,777.48,777.48,777.48,777.48,5000
17/05/2000,937.59,984.96,864.66,883.5,356286
16/05/2000,935.34,951.13,902.26,917.59,204598
15/05/2000,883.48,985.44,802.95,924.87,532760
12/05/2000,977.07,1022.18,893.61,912.44,412444
11/05/2000,1033.83,1033.83,944.5,955.04,443178
10/05/2000,1142.86,1142.86,1050.75,1073.27,413772
09/05/2000,1015.86,1120.3,995.44,1107.26,290996
08/05/2000,1277.82,1326.69,1081.26,1081.99,287590
05/05/2000,1146.62,1236.84,1137.26,1228.71,342566
04/05/2000,1012.78,1111.53,985.34,1106.5,222318
03/05/2000,1029.27,1062.03,984.51,992.43,318008
02/05/2000,1118.76,1118.76,1118.76,1118.76,8400
28/04/2000,1271.32,1271.32,1271.32,1271.32,6
27/04/2000,1518.05,1518.05,1381.86,1381.86,216672
26/04/2000,1496.24,1527.02,1447.74,1502.02,390680
25/04/2000,1466.17,1466.17,1413.89,1413.89,48032
24/04/2000,1560.15,1661.65,1470.3,1536.83,241400
20/04/2000,1390.98,1588.35,1381.94,1539.83,190386
19/04/2000,1706.77,1706.77,1458.07,1502.11,184024
18/04/2000,1722.65,1725.56,1584.85,1584.85,101952
17/04/2000,1722.65,1722.65,1722.65,1722.65,2006
13/04/2000,2001.9,2001.9,1872.44,1872.44,93268
12/04/2000,2082.71,2101.5,1992.86,2035.26,111040
11/04/2000,2141.58,2227.07,1970.26,2115.77,206228
10/04/2000,2141.58,2141.58,2141.58,2141.58,12766
07/04/2000,1879.7,1982.93,1879.7,1982.93,72336
06/04/2000,1830.83,1939.85,1653.53,1836.04,238496
05/04/2000,1804.14,1804.14,1804.14,1804.14,1650
04/04/2000,1779.47,1779.47,1779.47,1779.47,41458
03/04/2000,2105.26,2124.06,1934.21,1934.21,103908
31/03/2000,2112.78,2233.08,2102.39,2102.39,183516
30/03/2000,2483.89,2483.89,2285.19,2285.19,132438
29/03/2000,2364.66,2483.89,2364.66,2483.89,276566
28/03/2000,2124.06,2274.44,2124.06,2274.44,2000
27/03/2000,1996.24,2171.05,1996.24,2171.05,2000
24/03/2000,1966.17,2010.36,1870.3,2010.36,288774
23/03/2000,1860.53,1861.43,1759.08,1861.43,260102
22/03/2000,1654.14,1723.53,1654.14,1723.53,33062
21/03/2000,1748.12,1822.93,1589.66,1595.86,247834
16/03/2000,1733.08,1917.29,1708.12,1727.89,318206
15/03/2000,1856.65,1917.29,1856.65,1856.65,172334
14/03/2000,2018.11,2018.11,2018.11,2018.11,2000
13/03/2000,2443.61,2528.2,2193.57,2193.57,64074
10/03/2000,2443.61,2610.9,2353.38,2384.31,88890
09/03/2000,2571.43,2631.2,2350.41,2418.74,42386
08/03/2000,2589.66,2628.2,2481.2,2542.09,77632
07/03/2000,2575.19,2593.98,2415.41,2433.52,131424
06/03/2000,2630.08,2770.47,2392.86,2608.57,152326
03/03/2000,2665.41,2669.17,2592.56,2592.56,85940
02/03/2000,2819.17,2894.74,2706.77,2817.99,361048
01/03/2000,2679.7,2686.5,2518.8,2685.86,251366
29/02/2000,2665.41,2781.95,2419.14,2487.5,275132
28/02/2000,2582.13,2703.01,2375.56,2629.5,308424
25/02/2000,2582.14,2669.17,2582.13,2582.13,170138
24/02/2000,2808.65,2808.65,2806.65,2806.65,6346
23/02/2000,3195.49,3195.49,3050.7,3050.7,18460
22/02/2000,3890.98,3890.98,3315.96,3315.96,99830
21/02/2000,3625.04,3625.06,3625.04,3625.06,38400
18/02/2000,3356.53,3356.53,3356.53,3356.53,15200
17/02/2000,3107.88,3107.88,3107.88,3107.88,5000
16/02/2000,2732.71,2877.65,2729.32,2877.65,49266
15/02/2000,2593.61,2664.5,2293.23,2664.5,113504
14/02/2000,2349.62,2467.13,2255.64,2467.13,134152
11/02/2000,2280.83,2284.36,2142.86,2284.36,124498
10/02/2000,1954.89,2115.15,1919.17,2115.15,153100
09/02/2000,1916.92,1976.5,1898.5,1958.46,76564
08/02/2000,1988.35,2030.08,1819.17,1830.1,74968
07/02/2000,2007.14,2065.41,1907.52,1977.13,85536
04/02/2000,1943.23,1946.13,1881.58,1946.13,115218
03/02/2000,1801.95,1801.95,1785.71,1801.95,17194
02/02/2000,1668.48,1668.48,1668.48,1668.48,4470
01/02/2000,1501.88,1544.89,1488.72,1544.89,99500
31/01/2000,1529.16,1593.98,1406.83,1430.45,146774
28/01/2000,1529.16,1529.16,1529.16,1529.16,6014
27/01/2000,1415.89,1415.89,1415.89,1415.89,3236
25/01/2000,1311,1311,1310.98,1311,69786
24/01/2000,1184.59,1213.87,1184.59,1213.87,41124
21/01/2000,1062.03,1135.4,1033.83,1123.95,290390
20/01/2000,1055.64,1065.77,1043.23,1051.28,43022
19/01/2000,1024.44,1070.68,1024.44,1046.8,67172
18/01/2000,1030.08,1071.43,977.44,1006.45,64886
17/01/2000,969.92,1014.17,958.65,1014.17,55968
14/01/2000,973.68,973.68,904.14,939.05,40824
13/01/2000,967.67,984.96,924.81,932.43,38160
12/01/2000,973.68,980.45,934.21,963.5,40074
11/01/2000,1027.82,1048.5,934.31,934.38,92356
10/01/2000,1014.17,1095.3,981.95,1015.55,80764
07/01/2000,1034.21,1034.21,1014.17,1014.17,20220
06/01/2000,1182.22,1196.62,1048.87,1102.35,145680
05/01/2000,1106.08,1194.57,1020.68,1124.1,264594
04/01/2000,1106.08,1106.08,1106.08,1106.08,8784
03/01/2000,1024.06,1024.14,1024.06,1024.14,3198
30/12/1999,958.27,977.44,941.73,948.27,80490
29/12/1999,945.49,964.05,917.29,941.5,132626
28/12/1999,864.66,906.02,831.24,892.63,96328
27/12/1999,902.63,921.05,850.77,879.38,154418
24/12/1999,898.12,924.44,808.65,910.66,242754
23/12/1999,0,0,0,862.97,10
22/12/1999,776.2,799.05,752.26,799.05,80424
21/12/1999,738.72,746.24,705.26,739.85,161396
20/12/1999,665.41,691.8,642.86,691.8,207230
17/12/1999,654.14,656.77,635.34,640.55,103492
16/12/1999,631.54,650.38,616.54,638.98,117168
15/12/1999,663.53,665.41,606.58,619.5,205068
14/12/1999,634.96,659.32,628.97,659.32,157526
13/12/1999,578.93,610.47,578.93,610.47,132266
10/12/1999,552.63,578.95,548.87,565.25,156132
09/12/1999,533.83,563.53,533.83,548.33,97240
08/12/1999,507.14,533.83,504.14,524.65,189448
07/12/1999,507.52,511.28,488.72,495.44,46820
06/12/1999,500,516.54,488.72,505.62,86920
03/12/1999,495.49,499.25,475.6,493.87,66688
02/12/1999,503.72,503.76,486.84,489.92,53424
01/12/1999,488.23,504.92,484.96,501.5,162770
30/11/1999,483.08,483.08,460.53,467.52,73720
29/11/1999,493.61,494.36,477.44,482.88,67930
26/11/1999,481.2,486.84,471.8,482.33,55132
25/11/1999,492.48,503.01,480.83,483.11,61952
24/11/1999,479.32,496.24,473.65,491.04,180170
22/11/1999,436.47,460.66,425.19,460.66,69496
19/11/1999,421.8,434.21,421.8,426.53,38030
18/11/1999,402.26,427.44,394.74,420.38,36498
17/11/1999,424.77,435.34,413.53,413.53,31272
16/11/1999,428.68,428.68,419.17,420.96,46200
15/11/1999,428.95,436.09,423.52,428.68,25090
12/11/1999,427.07,441.35,413.97,427.24,22194
11/11/1999,458.27,458.65,432.71,440.23,25608
10/11/1999,458.65,465.79,451.13,454.55,48094
09/11/1999,466.17,466.17,436.09,458.46,76568
07/11/1999,469.92,473.68,456.77,462.65,32478
05/11/1999,460.53,465.79,452.44,458.31,70194
04/11/1999,457.14,466.17,428.59,453.37,76362
03/11/1999,430.45,446.69,417.32,446.69,133688
02/11/1999,357.14,413.59,352.33,413.59,121954
01/11/1999,424.81,428.57,382.95,382.95,59954
29/10/1999,451.09,451.09,416.24,416.24,108870
28/10/1999,447.37,477.39,445.49,452.43,56650
27/10/1999,466.17,487.59,441.73,457.84,51504
26/10/1999,415.79,468.46,410.15,461.2,60702
25/10/1999,477.44,477.44,433.76,433.76,32156
23/10/1999,464.29,474.81,463.2,471.47,3458
22/10/1999,473.68,480.83,459.05,461.58,27298
21/10/1999,479.32,507.14,475.56,480.1,19640
20/10/1999,511.28,511.28,491.08,498.82,39100
18/10/1999,475.94,475.94,475.94,475.94,3538
15/10/1999,522.18,522.18,475.6,482.77,43958
14/10/1999,526.32,530.08,507.52,511.34,41536
13/10/1999,533.83,533.83,533.83,533.83,35000
12/10/1999,518.8,526.32,507.89,514.8,223250
11/10/1999,552.63,563.91,511.65,523.61,133796
08/10/1999,545.11,560.15,527.44,545.96,185978
07/10/1999,525.94,544.92,525.19,541.8,135742
06/10/1999,508.27,530.04,498.12,512.77,125896
05/10/1999,469.92,508.38,451.13,505.75,145246
04/10/1999,498.12,498.12,448.26,470.71,75134
01/10/1999,496.65,505.23,469.92,479.05,77546
30/09/1999,522.93,525.56,501.88,505.47,54694
29/09/1999,531.95,537.59,507.89,515.55,80928
28/09/1999,510.53,534.96,500.38,527.17,124428
27/09/1999,586.09,586.09,526.8,542.92,324462
24/09/1999,541.28,542.99,502.82,542.99,368476
23/09/1999,502.74,502.77,502.74,502.77,71508
22/09/1999,465.49,465.51,465.49,465.51,38052
21/09/1999,2052.63,2178.53,2030.08,2155.04,35072
20/09/1999,1973.68,2059.02,1954.89,2019.53,28596
17/09/1999,1896.62,1992.48,1860.9,1921.62,27340
16/09/1999,1894.36,1900.38,1875.94,1890.94,4818
15/09/1999,1860.9,1913.53,1857.14,1878.5,12432
14/09/1999,1860.9,1879.32,1795.11,1805.26,13996
10/09/1999,1877.82,1879.32,1847.74,1860.29,8204
09/09/1999,1934.21,1946.99,1851.5,1862.33,9556
08/09/1999,1962.03,1991.73,1917.29,1921.28,9374
07/09/1999,1926.69,2001.88,1868.8,1909.1,7730
06/09/1999,1969.92,1988.72,1955.26,1972.59,3368
03/09/1999,1977.44,1992.48,1947.37,1954.5,3980
02/09/1999,1998.12,2009.4,1949.25,1982.78,2310
01/09/1999,2048.87,2058.27,2009.4,2017.67,4258
31/08/1999,2024.44,2024.44,1971.8,2018.44,9746
30/08/1999,2030.08,2067.67,2001.88,2009.23,7150
27/08/1999,2011.28,2030.08,1977.44,2014.47,5456
26/08/1999,1954.89,2001.88,1954.89,1995.6,5864
25/08/1999,1954.89,1973.68,1936.09,1949.95,5022
24/08/1999,1954.89,1956.77,1911.65,1927.99,12696
23/08/1999,1954.51,1992.48,1917.29,1933.63,6168
20/08/1999,1950.75,1950.75,1898.5,1920.3,5500
19/08/1999,1973.68,1973.68,1936.09,1942.22,3950
18/08/1999,1936.09,1981.2,1927.82,1950.81,13090
17/08/1999,1879.7,1908.98,1864.66,1883.61,16162
16/08/1999,1898.5,1936.09,1875.94,1889.96,10982
13/08/1999,1916.92,1917.29,1796.99,1812.99,13016
12/08/1999,1932.33,1932.33,1898.5,1915.6,9936
11/08/1999,1872.18,1936.09,1789.47,1901.09,15304
10/08/1999,1977.44,1981.2,1836.47,1863.95,18084
09/08/1999,1977.44,2003.76,1977.44,1995.71,7320
06/08/1999,1973.31,1992.48,1936.47,1987.29,9842
05/08/1999,1992.48,2030.08,1947.74,1959.59,7638
04/08/1999,2011.28,2046.99,1992.48,2021.35,15814
03/08/1999,1954.89,1988.72,1939.85,1963.76,36826
02/08/1999,1917.29,1973.68,1902.63,1954.55,22956
30/07/1999,1954.89,2007.89,1884.59,1926.58,24192
29/07/1999,1924.81,2010.9,1848.12,1948.07,50646
28/07/1999,1781.95,1871.54,1766.92,1870.23,27866
27/07/1999,1766.92,1768.8,1701.9,1732.89,11762
26/07/1999,1676.13,1775.56,1674.81,1734.68,13722
23/07/1999,1691.73,1691.73,1661.65,1670.7,8998
22/07/1999,1691.73,1710.53,1673.31,1679.83,8314
21/07/1999,1657.89,1736.84,1609.02,1696.98,15490
20/07/1999,1622.18,1671.05,1609.02,1629.55,16482
19/07/1999,1575.19,1694.4,1575.19,1694.4,21428
16/07/1999,1578.57,1586.47,1554.51,1568.87,5364
15/07/1999,1606.02,1638.35,1557.17,1562.28,13434
14/07/1999,1563.91,1605.26,1556.39,1588.14,11752
13/07/1999,1578.91,1582.71,1566.23,1574.62,5786
12/07/1999,1575.19,1578.95,1550.38,1576.75,10698
09/07/1999,1560.15,1564.66,1541.39,1548.38,2544
08/07/1999,1554.89,1556.39,1545.89,1546.62,2666
07/07/1999,1563.91,1575.19,1563.16,1568.38,6688
06/07/1999,1549.53,1563.52,1549.53,1560.04,5160
05/07/1999,1537.59,1556.39,1537.59,1550,4506
02/07/1999,1548.87,1553.67,1522.56,1529.2,9906
01/07/1999,1558.27,1566.17,1545.11,1546.54,3868
30/06/1999,1542.13,1582.71,1542.13,1562.24,10014
29/06/1999,1541.35,1552.63,1522.56,1526.95,9430
28/06/1999,1539.1,1569.55,1522.93,1531.58,5828
25/06/1999,1533.83,1548.12,1518.8,1529.7,2886
24/06/1999,1513.16,1571.05,1509.4,1539.98,8054
23/06/1999,1541.35,1556.39,1515.26,1524.32,14466
22/06/1999,1558.27,1558.27,1466.17,1507.84,6662
21/06/1999,1503.76,1545.11,1484.96,1534.47,4306
18/06/1999,1507.89,1515.79,1494.36,1500.92,1474
17/06/1999,1526.32,1526.32,1510.15,1511.92,2058
16/06/1999,1541.35,1541.35,1466.2,1509.5,2132
15/06/1999,1518.42,1521.8,1492.11,1493.37,1396
14/06/1999,1503.76,1545.11,1501.88,1505.4,3200
11/06/1999,1588.57,1597.74,1569.92,1594.46,1598
10/06/1999,1587.59,1607.52,1587.59,1606.34,936
