Date,BHARTIARTL-EQ O,BHARTIARTL-EQ H,BHARTIARTL-EQ L,BHARTIARTL-EQ C,BHARTIARTL-EQ V
03/02/2017,353.3,362,352.2,353.8,2399709
02/02/2017,345,359.8,344.25,353.3,6277232
01/02/2017,346,349.9,340.15,345.1,3698745
31/01/2017,349.05,353,343.05,348.2,10573672
30/01/2017,323.1,369.95,322.1,345.65,20946162
27/01/2017,310.3,328,310.3,323.75,3191346
25/01/2017,305,314.7,305,311.35,13456858
24/01/2017,318,319,314.65,316.5,2157238
23/01/2017,321,322,315.4,319.65,1789247
20/01/2017,314.05,327.5,314.05,320.55,3411157
19/01/2017,314,322.6,311,317.1,2277346
18/01/2017,318,318.8,311.25,313.9,3307754
17/01/2017,318.9,319.8,317.1,318.5,1848476
16/01/2017,320,323.4,317.3,318.6,1686878
13/01/2017,322.4,325,316,320.2,2356032
12/01/2017,323.45,325.35,320,321.8,1514369
11/01/2017,321.1,324.65,318.8,322.75,2352071
10/01/2017,319,321,317.05,320.1,953689
09/01/2017,320.6,321.4,316.2,317.95,2374918
06/01/2017,319.15,330,318.3,319.75,2394583
05/01/2017,313.15,323,310.05,321.1,3846820
04/01/2017,302.4,315.2,299.15,313.9,5205848
03/01/2017,311.95,313.95,300,304.45,2961851
02/01/2017,303.1,312,303.1,311,1480996
30/12/2016,301.3,307.1,300.1,305.65,1761999
29/12/2016,301.4,304.45,297.5,303,3200839
28/12/2016,299,303.1,296.8,299.5,2613061
27/12/2016,296,300.8,291.15,299.6,2296599
26/12/2016,294.5,297,288.7,296.1,2451002
23/12/2016,295.4,297.15,291.15,295.55,1845279
22/12/2016,299.5,300.95,290.25,292.25,2844538
21/12/2016,304.1,306.35,300,301.7,2389833
20/12/2016,306,306.75,299.1,302.55,3241008
19/12/2016,310.4,311.5,304.1,305.5,3718597
16/12/2016,319,319.6,308.45,310.25,3967065
15/12/2016,320.8,322.35,317.5,318.45,2769795
14/12/2016,328.1,329.75,321.5,322.6,1335121
13/12/2016,326,330.95,326,330,958820
12/12/2016,329.5,330,326.55,329.15,698605
09/12/2016,334.15,337.45,329.1,332,2385084
08/12/2016,330.8,334,328.4,332.45,1857785
07/12/2016,329.7,334.95,325.1,328.15,2613278
06/12/2016,326.9,331.95,324.75,328.85,2832195
05/12/2016,317.5,328.65,317.5,326.75,2236218
02/12/2016,315,321.3,314.3,318.6,1654720
01/12/2016,324,324.8,313.55,318.2,6420823
30/11/2016,325,326.8,323.8,324.6,4500415
29/11/2016,320.8,326,316.8,324.85,4070382
28/11/2016,301,321.2,301,318.8,4403979
25/11/2016,302.9,306,298.65,301,1891865
24/11/2016,301,304.7,298.4,302.4,4321906
23/11/2016,305.45,308.25,299.15,300.55,1775708
22/11/2016,301,305.45,295,303.95,2998820
21/11/2016,304.4,305.55,297.45,299.5,1645883
18/11/2016,298.4,304.45,295.25,303.75,3281707
17/11/2016,311.4,315.6,295.15,297.15,3818257
16/11/2016,305.05,311.35,303.3,309.65,2475716
15/11/2016,303,304.9,294,302.65,2806881
11/11/2016,304,307.95,298.35,301.4,1699888
10/11/2016,305,314.1,303.25,308.65,2875894
09/11/2016,288,305,283.05,301,5110029
08/11/2016,306.6,306.75,301,304.9,1376855
07/11/2016,311.9,311.9,303.7,305.6,1664774
04/11/2016,309.75,310.55,304.05,306.7,2141519
03/11/2016,309,315.35,305.3,308.95,2693912
02/11/2016,315.5,315.6,308.65,309.6,2002267
01/11/2016,318,320.7,316.25,317.45,2161829
30/10/2016,319,321.5,318.05,318.7,195586
28/10/2016,322.95,322.95,318.25,318.85,1411617
27/10/2016,314.55,325.65,313.6,323.1,5061205
26/10/2016,315,322.9,314.8,317.7,5893311
25/10/2016,303.5,312.4,301.7,311.8,3627374
24/10/2016,306.35,308,303.65,306.65,1969377
21/10/2016,311.4,311.4,305.6,309.75,2129413
20/10/2016,307.1,310.5,305,309.1,4768039
19/10/2016,306.65,309.45,304,306.95,4572957
18/10/2016,302,308,297.05,306.65,4599085
17/10/2016,305.4,305.85,296.25,301.3,3406493
14/10/2016,307.9,307.9,302.4,305.4,4894941
13/10/2016,312.95,313.9,305.5,306.75,3100457
10/10/2016,318.1,319.9,315,315.9,2421849
07/10/2016,322.6,324.45,317.2,319.45,1331294
06/10/2016,324.95,325.25,319.1,322.3,1569393
05/10/2016,322,326.15,320.6,321.7,1297532
04/10/2016,317.5,324.85,316.1,324,2621167
03/10/2016,314,320,314,318.7,1507552
30/09/2016,315.75,316.5,308.1,314,5727632
29/09/2016,322.5,323.7,314.1,315.7,6256119
28/09/2016,313.55,323.45,311.1,321.75,2941322
27/09/2016,321.9,321.9,314.05,314.8,2244406
26/09/2016,326,328.7,319.1,320.35,2155103
23/09/2016,326,330,324,326.95,2135834
22/09/2016,323.6,327.95,322.65,327,1480515
21/09/2016,320.4,323,318.8,321.85,1663305
20/09/2016,324,324,317.7,319.2,2739997
19/09/2016,323,325,321.05,324.15,1529681
16/09/2016,322.1,326.5,321.1,323.6,3230892
15/09/2016,319.05,325,316.9,322.7,2074012
14/09/2016,317.1,323.25,317.1,319.85,2004656
12/09/2016,317.9,321.95,314.1,318.05,3149855
09/09/2016,323.5,326.75,318.35,322.1,2956745
08/09/2016,320.15,327.2,319,324.4,3442329
07/09/2016,318.5,322.4,316.1,320.15,3414495
06/09/2016,318.9,322.8,312.65,321.5,7067529
02/09/2016,308.15,320.95,306.5,318.9,15330612
01/09/2016,330,332.35,301.5,310.85,35411027
31/08/2016,332.25,336.9,328.85,331.65,6401848
30/08/2016,342.75,344.1,328.75,331.85,4044189
29/08/2016,343.5,347.75,335.25,342.6,2549031
26/08/2016,347.5,348.1,341.55,343.95,1127246
25/08/2016,351.25,354,344.1,346,3229352
24/08/2016,354,358.35,350,352.6,1631250
23/08/2016,348,355.4,344.7,353.75,2295101
22/08/2016,351,353,346.1,350.2,886465
19/08/2016,354,355,347.3,351.4,1708149
18/08/2016,348.4,353.9,346.85,353.15,1886760
17/08/2016,343.5,349.5,343.5,345.65,3222433
16/08/2016,348.5,351.35,339.7,342.45,3742897
12/08/2016,344.25,349,344.1,347.8,2356815
11/08/2016,346.25,346.75,342,346.35,2485709
10/08/2016,351,353.4,345,346.45,1535903
09/08/2016,352.9,355.05,344.75,349.45,5168298
08/08/2016,363,364.9,349.3,351.55,4841846
05/08/2016,367.2,371.5,359.55,364,3838729
04/08/2016,359.8,368.75,353.05,366.25,2975193
03/08/2016,359.15,360.4,353.25,358.85,2245459
02/08/2016,361.9,364.8,355.65,357.8,3206029
01/08/2016,363.45,367,362.1,364,1599986
29/07/2016,371.9,371.9,360.45,362.05,3765474
28/07/2016,381.8,381.8,363.6,371.9,7405226
27/07/2016,370.7,377.25,368.4,372.55,2337156
26/07/2016,370,372.95,366.85,369.85,1678667
25/07/2016,364,372.8,363.1,371.95,1668016
22/07/2016,368,369.8,364.1,367.35,2307181
21/07/2016,365.9,369.7,362.5,367.85,1981372
20/07/2016,364.2,366.95,361.35,363.4,2564180
19/07/2016,359.05,368.2,357.6,364.3,3201786
18/07/2016,379.7,380,361.05,362.65,3238034
15/07/2016,365.4,379.95,365.4,378.9,2536815
14/07/2016,363.6,367.7,361.85,366.95,989099
13/07/2016,365.9,365.95,359.1,363.7,1450574
12/07/2016,362.4,364.5,360,363.3,1201581
11/07/2016,365.9,365.9,358.05,359.85,2196825
08/07/2016,360.75,362.25,353,355.05,1574377
07/07/2016,365,371.3,362.65,363.35,2348712
05/07/2016,374,374,363.6,365.9,1405904
04/07/2016,370.55,375.9,368.9,373.35,1672423
01/07/2016,365.8,372.85,362.65,368.35,2620663
30/06/2016,358,370,355.45,366.8,3674149
29/06/2016,358.5,360.3,354.25,356.2,2225253
28/06/2016,352.35,358.5,351.8,357.1,3191711
27/06/2016,354,357.95,349.75,351.15,2430919
24/06/2016,357,360,348.7,355.85,2203750
23/06/2016,364.7,365.75,362,364.8,1266933
22/06/2016,363.95,367,360.85,363.05,2162737
21/06/2016,362.25,364.7,360.15,362.2,1455994
20/06/2016,356,366,353.8,364.5,2889376
17/06/2016,348,358.9,344.45,357,5039991
16/06/2016,351.55,351.95,341.25,346.5,2355893
15/06/2016,348,352.85,347,351.9,2937711
14/06/2016,343.2,344.5,337.35,342.65,3026950
13/06/2016,348.3,350.5,341.55,342.4,1965043
10/06/2016,349.7,353.55,347.6,351.1,1965285
09/06/2016,355.5,356.4,349.8,351.25,1396930
08/06/2016,355.6,358.25,351.6,352.65,2391937
07/06/2016,348.75,352.1,347.3,349.15,4022603
06/06/2016,357,359.05,347.2,348.75,4744743
03/06/2016,365,365.7,355.35,358.15,3314283
02/06/2016,361.35,368,359.8,366.2,2347471
01/06/2016,353.55,364.35,352.3,363.25,2777337
31/05/2016,356.9,357,347.15,351.4,21884214
30/05/2016,353.1,357.2,352.25,355.9,2564704
27/05/2016,352.95,357.6,349.55,351.25,2772151
26/05/2016,352,356,347.75,352.85,4752719
25/05/2016,347.1,352.5,347,351.65,1944422
24/05/2016,345.9,346.95,341.8,345.15,2067119
23/05/2016,346.7,348.75,341.5,345.85,1660748
20/05/2016,345.9,346.5,339.3,341.95,3784752
19/05/2016,351.25,352.8,343.4,344.8,2470460
18/05/2016,350,352.6,347.25,351.25,2182531
17/05/2016,356,359,348.6,351.2,2478092
16/05/2016,355,356.15,342.85,353.45,2700321
13/05/2016,362,362,353,354.9,3610466
12/05/2016,363,363.55,355.7,362.1,2905943
11/05/2016,364.5,377.45,357,358.9,4791361
10/05/2016,367.5,369.3,360.35,368.85,2642844
09/05/2016,360.25,367.9,358.2,366.8,1866271
06/05/2016,357,364.45,354.4,359.1,2880488
05/05/2016,362.5,366,351.65,354.4,2140529
04/05/2016,365.95,369.25,359.3,361.45,1697313
03/05/2016,358,370.5,358,368.35,3919783
02/05/2016,363,364.5,356.4,357.8,1572749
29/04/2016,371.85,372.6,360.5,363.6,4876927
28/04/2016,383.45,385,370.5,372.7,9027610
27/04/2016,365,381.4,362.15,373.05,7767551
26/04/2016,357.45,363.8,355.4,360.4,2348466
25/04/2016,354.3,364,354.3,358.95,3092288
22/04/2016,351,357.95,349.75,353.1,1315980
21/04/2016,357.85,359,351,357.25,1999186
20/04/2016,364,364.35,354.1,356.65,2929869
18/04/2016,355.05,363,352.2,359.4,2549108
13/04/2016,351.05,364.5,349.6,351.25,5961256
12/04/2016,348.2,352.5,344.15,350.1,2784511
11/04/2016,341.45,350,341,348.25,4077524
08/04/2016,331.95,337.4,325.6,334.6,2090508
07/04/2016,336.1,336.3,329.25,331.25,2177209
06/04/2016,333.45,339.55,331.55,334.5,2737206
05/04/2016,346.5,346.5,329.05,330.5,4767509
04/04/2016,335.55,350.9,335.55,348.5,3095605
01/04/2016,350.2,350.2,332.2,335.45,4071134
31/03/2016,353.5,356.65,346.55,350.8,7144216
30/03/2016,355,359.25,351.1,353.8,3811564
29/03/2016,347,357.75,346.05,354.5,3671058
28/03/2016,358.9,361,346.85,349.8,4173356
23/03/2016,352,361.4,352,358.2,4611410
22/03/2016,354.9,356.7,344.65,350.9,3988349
21/03/2016,345,355,343.2,353.65,2535611
18/03/2016,345.8,348.25,340.05,344.3,3561683
17/03/2016,341.3,351.7,338.05,340.75,6449118
16/03/2016,341.25,344.8,335.4,338.5,3931205
15/03/2016,340,344.5,336,342.9,2081414
14/03/2016,335.15,342,331.8,340.75,2373050
11/03/2016,335,338.8,334,337.25,2720156
10/03/2016,332.05,338.7,331,336.3,1656083
09/03/2016,329.05,335.85,328.3,334.6,3091469
08/03/2016,329.5,334,326.75,331.5,2157320
04/03/2016,332,336.65,327.1,329.25,1953836
03/03/2016,328.4,334.95,324,333.4,2942607
02/03/2016,322,327.75,321,326.35,2964861
01/03/2016,315.55,322.3,310.25,320.7,4353551
29/02/2016,317,322.35,313.05,315.5,3594778
26/02/2016,324.85,324.85,317,317.95,6367019
25/02/2016,324.95,325.45,318,322.55,8613286
24/02/2016,318.15,325.55,317.65,323.95,2274192
23/02/2016,333,333,318.1,321.3,4900675
22/02/2016,324.5,334.9,322,329.1,3113993
19/02/2016,320.5,327.95,316.75,326.05,5373117
18/02/2016,323,323.1,316.05,321.2,2315365
17/02/2016,313.5,321.6,308.6,319.55,3582126
16/02/2016,322.35,324.9,313.75,315.3,2623523
15/02/2016,328.55,329.9,316.45,318.9,5061087
12/02/2016,312.5,330,307.5,324.55,3649561
11/02/2016,305,315.5,304.45,308.7,5876839
10/02/2016,311,314.95,308.5,311.3,9174821
09/02/2016,309,313.95,307,312.25,2835306
08/02/2016,308.35,313.5,305.6,311,2481260
05/02/2016,302.1,308.5,302.05,307.2,2385945
04/02/2016,303.8,305.8,301.6,304.25,3074313
03/02/2016,300.7,301.8,296.15,299.8,4716217
02/02/2016,296.6,304,295.7,302.2,4333890
01/02/2016,292.2,298,291.2,296.6,3988413
29/01/2016,289.4,297.3,282.3,289.9,6645497
28/01/2016,294.3,295.85,288.35,291.4,6381357
27/01/2016,297.5,299.5,291.8,297.8,5087567
25/01/2016,299.85,300.95,292.55,297.5,3136094
22/01/2016,311.1,311.2,291.55,298.7,5321085
21/01/2016,313,313.4,303.65,309.3,3084225
20/01/2016,308.5,313.85,302.8,309.6,5073820
19/01/2016,301.8,312.4,298.4,310.3,3341662
18/01/2016,307.8,308.7,293.85,300.25,4122977
15/01/2016,311.7,311.7,303.1,306.1,3219918
14/01/2016,306.9,312,300.5,308.75,3274522
13/01/2016,321,322.55,302.05,308.6,4546017
12/01/2016,322,325.45,313.6,315.4,2940261
11/01/2016,321,324,314.7,321.15,2519730
08/01/2016,324.3,324.95,318.5,323.85,1801868
07/01/2016,320.9,325.8,316.6,322.35,2825774
06/01/2016,325.9,332.5,319.65,322.2,2414140
05/01/2016,327,328.75,321,323.45,2118958
04/01/2016,338,338.95,321,326.8,3152751
01/01/2016,339.95,344,337.65,340.5,1250268
31/12/2015,334,341.75,332.45,340.4,5904532
30/12/2015,339,339.35,332.05,333.1,1555673
29/12/2015,332.9,336.25,330.5,335.25,2513363
28/12/2015,337.25,338,330,331.75,3007130
24/12/2015,332.25,339.75,328.65,338.45,2576348
23/12/2015,326,332.85,324.2,332.35,3587112
22/12/2015,321,327.3,320.2,323.2,3339358
21/12/2015,319.45,323.25,317,320.89,2978983
18/12/2015,322.3,323.39,318,319.05,4095659
17/12/2015,321,324.3,320.05,322.39,3605149
16/12/2015,311,321.95,309.55,320.35,4134516
15/12/2015,306.14,310,304.6,309.2,2364423
14/12/2015,307,311,304.14,306.14,3448481
11/12/2015,315,315,307.5,309.55,2123322
10/12/2015,313.89,314.45,308.5,312.64,2109887
09/12/2015,317.25,317.5,308.1,310.85,4676095
08/12/2015,320,320.45,315.1,317.85,4137318
07/12/2015,321.3,324,318.64,320.1,2420069
04/12/2015,318,322.5,317.14,321.3,2651126
03/12/2015,322,326.5,318.5,319.55,3973225
02/12/2015,325.3,325.55,316.45,322.89,6132838
01/12/2015,335.95,335.95,321.45,322.75,8163924
30/11/2015,343,344,333.2,334.35,6408570
27/11/2015,343.9,344.75,339.35,342.2,1315880
26/11/2015,342,345.65,340.05,342.15,7324230
24/11/2015,339.5,345.7,335.15,341.55,2597651
23/11/2015,341.6,346.2,336.95,339,1934436
20/11/2015,338.55,344.35,334,341.35,2087013
19/11/2015,335.15,341,332.2,339.55,1787205
18/11/2015,336,342.15,332.45,333.95,2241421
17/11/2015,336.5,337.65,331,334.5,1958494
16/11/2015,335.7,339.3,330.5,335.75,2431305
13/11/2015,325.05,336,325.05,333.9,2505836
11/11/2015,334,336,330,331.9,139226
10/11/2015,332.65,335.7,327.55,331.65,2182752
09/11/2015,334.05,338.6,320.75,335.25,3272247
06/11/2015,333,342.15,317.1,339.2,3040002
05/11/2015,343.35,346,334.1,336.55,3125170
04/11/2015,349,350.3,343.2,346.4,2174205
03/11/2015,351.05,353.8,345.9,347.65,1505969
02/11/2015,347.5,351.7,343.65,350.15,2574952
30/10/2015,353,360.9,344.55,349.05,3594643
29/10/2015,356.5,358.95,349,355.4,4110592
28/10/2015,352.3,359.75,351,358.3,3430973
27/10/2015,351.45,354.7,348.1,352.65,2573223
26/10/2015,365,365.25,346.85,352.2,6627337
23/10/2015,374,374.7,356.5,359.1,4012696
21/10/2015,364.05,373.8,363.9,371.5,3996821
20/10/2015,362.85,367,359.5,361.85,2332512
19/10/2015,353,365.65,346,363.7,3906153
16/10/2015,347.2,352.45,341,349.65,4144144
15/10/2015,348,353.4,344,351.25,4969702
14/10/2015,347.45,350.15,341.9,346.3,3121999
13/10/2015,351.1,351.7,342.85,345.45,2334312
12/10/2015,348,352.1,347.6,349.5,2200378
09/10/2015,344,348.9,343.25,347.6,5000251
08/10/2015,343.5,345.7,336.95,341.55,4299231
07/10/2015,348.85,348.95,340.35,342.65,3276629
06/10/2015,349,350.6,345.6,348.85,4155550
05/10/2015,341.9,347.45,339.25,346.25,5380357
01/10/2015,339.4,340.45,335.6,339.45,4590821
30/09/2015,330,338.75,325,337.85,6535770
29/09/2015,325,326.8,315.6,322.64,6422659
28/09/2015,332.1,335.4,323.39,327.6,4772473
24/09/2015,337.9,338.6,332.05,332.95,8983265
23/09/2015,340,343,336.25,337.9,3684193
22/09/2015,355,355,340.3,343.8,4108336
21/09/2015,354,359,351.4,352.3,2516964
18/09/2015,360.05,362.95,353.2,356.9,6113546
16/09/2015,351.5,362.1,351.5,359.5,2680583
15/09/2015,354,354,349,351,2128175
14/09/2015,349.9,355,346.15,354.15,2533452
11/09/2015,351.8,353.95,346.3,348.7,3023220
10/09/2015,352.5,352.5,346,350.45,3025672
09/09/2015,350,365.7,348,354.5,5744863
08/09/2015,349,349.45,339.2,347.75,2784226
07/09/2015,349.9,349.9,343.1,347.1,2612148
04/09/2015,345,352.65,342.25,350,4781577
03/09/2015,343.25,347.95,343.25,346.75,3312806
02/09/2015,348,349.8,339.75,343.25,6335896
01/09/2015,351,354.6,343.15,345.4,4019136
31/08/2015,365,366,350,354.3,7544391
28/08/2015,356.9,364.85,351.5,362.5,6139699
27/08/2015,347.5,351.1,342.4,347.3,7701455
26/08/2015,350,350.9,336.5,339.2,6868118
25/08/2015,350.55,367.5,332.5,348.35,7956259
24/08/2015,357.25,366.65,337.95,348.3,6690120
21/08/2015,373.9,373.9,358.5,369.55,5941186
20/08/2015,390,392,373.4,380,3997053
19/08/2015,386,386.4,372.9,382.55,3975219
18/08/2015,394.1,395.7,384.25,385.55,1763071
17/08/2015,396,398.65,386.25,390.2,1480738
14/08/2015,390,396.8,383.3,395.1,3255737
13/08/2015,405,414.75,377.15,384.8,7094136
12/08/2015,404,405.7,391.3,398.7,3745404
11/08/2015,411,412,402.75,404.85,2893339
10/08/2015,412.7,415.45,408.5,410.2,2683088
07/08/2015,416,417,410.1,411.6,3736249
06/08/2015,419.95,422,414,415,3624150
05/08/2015,426,427.7,415.75,417.55,5522516
04/08/2015,422.8,426,409.2,413.25,4611673
03/08/2015,420,423,417.45,418.9,1394032
31/07/2015,418.75,426.15,414,418.8,2904605
30/07/2015,417.65,425.95,412.6,416.95,3286614
29/07/2015,411,419.95,404.1,417.65,3456157
28/07/2015,419,425,409.1,410,3186387
27/07/2015,432,433.8,416.5,417.95,2312492
24/07/2015,433.45,438.9,430.15,433.9,1943504
23/07/2015,441,441.15,430.8,432.9,2361270
22/07/2015,442.5,448.75,437.85,439.4,2816791
21/07/2015,440,452.45,433.9,445.25,6000291
20/07/2015,425.1,432.5,425.1,429.45,2043087
17/07/2015,425,430,422.15,425.85,3097095
16/07/2015,425.4,426.4,419.4,424.65,2115917
15/07/2015,422,426.8,420.55,422.95,2151544
14/07/2015,423.7,425.5,421,422.3,1381107
13/07/2015,422,426.9,419.55,423.7,2497585
10/07/2015,436,436,417.65,419.3,5160538
09/07/2015,432.35,442.9,430.3,433.9,5622296
08/07/2015,428.9,433,423.2,430.3,2783268
07/07/2015,433,436.1,430.65,431.85,1181630
06/07/2015,430.5,438.2,429.75,433.1,2008978
03/07/2015,433.95,437.8,432.5,435.1,3583173
02/07/2015,428,438.15,425.5,433.15,4484423
01/07/2015,423.7,428.45,420.3,424.45,2831825
30/06/2015,417.55,422,414,420.05,4699479
29/06/2015,413.05,416,406,413.9,2879169
26/06/2015,426.4,428.45,417.25,417.95,2364501
25/06/2015,425.5,429.5,422.5,426.7,3941835
24/06/2015,429,431.4,423.35,424.95,2581489
23/06/2015,428.95,434.2,428.3,430.3,5237774
22/06/2015,434.9,436,423.5,424.5,3727397
19/06/2015,426.5,437.3,426.5,434,3377381
18/06/2015,418.1,433.45,413.9,426.45,6193856
17/06/2015,415.6,424.5,414.75,422.3,4384363
16/06/2015,413.05,415.3,409.15,414.3,3862175
15/06/2015,417.8,418.4,411.6,413.65,2347669
12/06/2015,411.1,421.35,407.55,414.8,2279478
11/06/2015,417.1,417.7,409.1,410.55,3095236
10/06/2015,409.8,418.55,408.1,415.05,3421211
09/06/2015,412,412,402.85,407.95,2715768
08/06/2015,417.35,417.9,408.05,410.55,2846903
05/06/2015,417,422.35,413.8,415.6,4981553
04/06/2015,420.5,424.4,414,416.4,3272393
03/06/2015,418.15,423,409.2,420.7,3654504
02/06/2015,420.35,424.5,412.75,418.1,4289191
01/06/2015,415.95,420.95,410.2,416.6,4260493
29/05/2015,402.75,435,402.3,425.6,67772622
28/05/2015,412,412.75,399.95,403,7227151
27/05/2015,400.15,413.1,400.15,408.75,5060958
26/05/2015,402,406.95,398.2,400.55,6289299
25/05/2015,394.9,409,392.3,399.9,5388695
22/05/2015,395.5,398.7,390.65,394.9,3235169
21/05/2015,401,402.7,393.5,396.45,2549715
20/05/2015,397.25,403.85,396.85,400.55,5088247
19/05/2015,398.9,405,395.1,398,5446018
18/05/2015,394,399.8,392,397.45,4385982
15/05/2015,388,395,387,392,3895796
14/05/2015,382,392.2,380.9,386,4943211
13/05/2015,396,400,380.7,382.55,5804576
12/05/2015,396.5,399.35,388.95,391.55,6246245
11/05/2015,397,402.75,394.7,396.2,4325644
08/05/2015,397,400,394.1,397.95,5742562
07/05/2015,389.9,400.5,385.35,393.65,7914843
06/05/2015,393.3,405,386,390.2,13587701
05/05/2015,392,392,382.5,387.05,2442992
04/05/2015,373.6,394.1,373.6,392.9,4528827
30/04/2015,387.45,388,371.8,381.1,8223433
29/04/2015,394,402.5,383.9,387.35,11248419
28/04/2015,389,409.5,383.4,400.75,5188517
27/04/2015,398.95,403.7,384.15,391,15164337
24/04/2015,400,403.2,394.95,399.15,7402536
23/04/2015,401.8,402.9,397,399.85,5744973
22/04/2015,397,401.3,391.2,399.4,4199482
21/04/2015,397.65,409.95,394,398.3,3889611
20/04/2015,403.8,407.6,398.75,402.3,3282831
17/04/2015,419.95,424.7,403.9,405.95,5556587
16/04/2015,416.15,422.95,414.45,418,3091097
15/04/2015,425,425,409.15,415.15,3500240
13/04/2015,409.1,427,408,425.7,3882509
10/04/2015,407,413.9,401.5,411.95,4599422
09/04/2015,419.2,420.5,405.25,407.2,4665113
08/04/2015,407,422.85,407,419.15,5761565
07/04/2015,402,410,396.2,404.75,4228563
06/04/2015,402.3,409.1,398.45,400.8,4348717
01/04/2015,393.3,404.85,393.05,402.3,5494883
31/03/2015,389.05,395.7,385,393.3,6047311
30/03/2015,380,392.9,377.6,389.4,4656455
27/03/2015,401,404.5,371.1,376.5,8433322
26/03/2015,390,403.5,390,399.65,11406895
25/03/2015,387,397.45,386.95,395,10251492
24/03/2015,381.8,396.5,381.6,393.85,7301973
23/03/2015,384,389.9,378,383.25,3196617
20/03/2015,381,387.8,377.6,380.25,6540065
19/03/2015,383,384.95,379.75,381.95,4178353
18/03/2015,385.9,390.3,381.5,382.25,4305526
17/03/2015,392.2,392.4,379,386.55,11859215
16/03/2015,399.9,399.9,386.2,388.4,14064935
13/03/2015,398.95,402.7,389.4,400.25,11404462
12/03/2015,389.45,399.9,387.05,397.8,16593635
11/03/2015,370,394,362.25,389.55,12904845
10/03/2015,342.05,382.3,340.75,367.95,11622814
09/03/2015,346.75,346.75,339.1,343.45,3446284
05/03/2015,351.4,351.9,344.05,347.9,3496176
04/03/2015,352,358.4,349.3,351.25,3329753
03/03/2015,350,350.6,343.7,349.25,2067018
02/03/2015,356.3,363,345.5,349.05,4163665
27/02/2015,349,358.1,347.35,355.2,3344667
26/02/2015,350,352.6,346.25,349.35,4120409
25/02/2015,346.9,350.5,344.65,348.6,2598042
24/02/2015,346.1,349.85,340.1,342.05,6661135
23/02/2015,348,350.9,345.2,347.3,2172758
20/02/2015,355,358.8,348.25,349.35,3670043
19/02/2015,354.95,358.4,350.2,356.7,2755381
18/02/2015,363.05,363.55,350.5,352,3072179
16/02/2015,353,365.45,352,361.35,2123212
13/02/2015,353.8,356.5,349.3,355,3044239
12/02/2015,359,359.85,349.3,352.7,3931238
11/02/2015,356.95,360.65,348,356.1,3144877
10/02/2015,355.3,361.8,353,356.15,6171167
